date - Annee,date - Trimestre,date - Mois,date - Jour,away_score,away_team,city,comp_sorted,competition.1,competition.2,country,full_score,home_score,home_team,neutral,score_difference,stadium,total_score,winner,world_cup
1987,Trim 2,juin,18,22,Wales,Rotorua,Rugby World Cup,1987,Rugby World Cup bronze final,New Zealand,21 - 22,21,Australia,1,-1,Rotorua Int. Stadium,43,Wales,1
1987,Trim 2,juin,20,9,France,Auckland,Rugby World Cup,1987,Rugby World Cup Final,New Zealand,29 - 9,29,New Zealand,0,20,Eden Park,38,New Zealand,1
1987,Trim 3,juillet,25,30,New Zealand,Sydney,New Zealand tour,1987,New Zealand tour of Australia,Australia,16 - 30,16,Australia,0,-14,Concord Oval,46,New Zealand,0
1987,Trim 4,octobre,31,19,Australia,Buenos Aires,Australia tour,1987,Australia tour of Argentina,Argentina,19 - 19,19,Argentina,0,0,Jose Amalfitani Stadium,38,Draw,0
1987,Trim 4,novembre,7,19,Australia,Buenos Aires,Australia tour,1987,Australia tour of Argentina,Argentina,27 - 19,27,Argentina,0,8,Jose Amalfitani Stadium,46,Argentina,0
1988,Trim 1,janvier,16,9,England,Paris,Five Nations Championship,1988,Five Nations Championship,France,10 - 9,10,France,0,1,Parc des Princes,19,France,0
1988,Trim 1,janvier,16,18,Scotland,Dublin,Five Nations Championship,1988,Five Nations Championship,Ireland,22 - 18,22,Ireland,0,4,Lansdowne Road,40,Ireland,0
1988,Trim 1,fevrier,6,11,Wales,London,Five Nations Championship,1988,Five Nations Championship,England,3 - 11,3,England,0,-8,Twickenham,14,Wales,0
1988,Trim 1,fevrier,6,12,France,Edinburgh,Five Nations Championship,1988,Five Nations Championship,Scotland,23 - 12,23,Scotland,0,11,Murrayfield,35,Scotland,0
1988,Trim 1,fevrier,20,6,Ireland,Paris,Five Nations Championship,1988,Five Nations Championship,France,25 - 6,25,France,0,19,Parc des Princes,31,France,0
1988,Trim 1,fevrier,20,20,Scotland,Cardiff,Five Nations Championship,1988,Five Nations Championship,Wales,25 - 20,25,Wales,0,5,National Stadium,45,Wales,0
1988,Trim 1,mars,5,9,England,Edinburgh,Five Nations Championship,1988,Five Nations Championship,Scotland,6 - 9,6,Scotland,0,-3,Murrayfield Stadium,15,England,0
1988,Trim 1,mars,5,12,Wales,Dublin,Five Nations Championship,1988,Five Nations Championship,Ireland,9 - 12,9,Ireland,0,-3,Lansdowne Road,21,Wales,0
1988,Trim 1,mars,19,3,Ireland,London,Five Nations Championship,1988,Five Nations Championship,England,35 - 3,35,England,0,32,Twickenham,38,England,0
1988,Trim 1,mars,19,10,France,Cardiff,Five Nations Championship,1988,Five Nations Championship,Wales,9 - 10,9,Wales,0,-1,National Stadium,19,France,0
1988,Trim 2,avril,23,21,England,Dublin,Trophy,Millennium,Trophy,Ireland,10 - 21,10,Ireland,0,-11,Lansdowne Road,31,England,0
1988,Trim 2,mai,28,3,Wales,Christchurch,Wales tour,1988,Wales tour of New Zealand,New Zealand,52 - 3,52,New Zealand,0,49,Lancaster Park,55,New Zealand,0
1988,Trim 2,mai,29,16,England,Brisbane,England tour,1988,England tour of Australia and Fiji,Australia,22 - 16,22,Australia,0,6,Ballymore Stadium,38,Australia,0
1988,Trim 2,juin,11,9,Wales,Auckland,Wales tour,1988,Wales tour of New Zealand,New Zealand,54 - 9,54,New Zealand,0,45,Eden Park,63,New Zealand,0
1988,Trim 2,juin,12,8,England,Sydney,England tour,1988,England tour of Australia and Fiji,Australia,28 - 8,28,Australia,0,20,Concord Oval,36,Australia,0
1988,Trim 2,juin,18,18,France,Buenos Aires,France tour,1988,France tour of South America,Argentina,15 - 18,15,Argentina,0,-3,Jose Amalfitani Stadium,33,France,0
1988,Trim 2,juin,25,6,France,Buenos Aires,France tour,1988,France tour of South America,Argentina,18 - 6,18,Argentina,0,12,Jose Amalfitani Stadium,24,Argentina,0
1988,Trim 3,juillet,3,32,New Zealand,Sydney,New Zealand tour,1988,New Zealand tour of Australia,Australia,7 - 32,7,Australia,0,-25,Concord Oval,39,New Zealand,0
1988,Trim 3,juillet,16,19,New Zealand,Brisbane,New Zealand tour,1988,New Zealand tour of Australia,Australia,19 - 19,19,Australia,0,0,Ballymore Stadium,38,Draw,0
1988,Trim 3,juillet,30,30,New Zealand,Sydney,New Zealand tour,1988,New Zealand tour of Australia,Australia,9 - 30,9,Australia,0,-21,Concord Oval,39,New Zealand,0
1988,Trim 4,novembre,5,9,Argentina,Nantes,Argentina tour,1988,Argentina tour of France,France,29 - 9,29,France,0,20,Stade de la Beaujoire,38,France,0
1988,Trim 4,novembre,5,19,Australia,London,Australia tour,1988,Australia tour of Great Britain and Italy,England,28 - 19,28,England,0,9,Twickenham Stadium,47,England,0
1988,Trim 4,novembre,11,18,Argentina,Lille,Argentina tour,1988,Argentina tour of France,France,28 - 18,28,France,0,10,Stadium Lille-Metropole,46,France,0
1988,Trim 4,novembre,19,32,Australia,Edinburgh,Australia tour,1988,Australia tour of Great Britain and Italy,Scotland,13 - 32,13,Scotland,0,-19,Murrayfield Stadium,45,Australia,0
1988,Trim 4,decembre,3,55,Australia,Rome,Australia tour,1988,Australia tour of Great Britain and Italy,Italy,6 - 55,6,Italy,0,-49,Stadio Flaminio,61,Australia,0
1988,Trim 4,decembre,31,15,Italy,Dublin,,,,Ireland,31 - 15,31,Ireland,0,16,Lansdowne Road,46,Ireland,0
1989,Trim 1,janvier,21,7,Wales,Edinburgh,Five Nations Championship,1989,Five Nations Championship,Scotland,23 - 7,23,Scotland,0,16,Murrayfield Stadium,30,Scotland,0
1989,Trim 1,janvier,21,26,France,Dublin,Five Nations Championship,1989,Five Nations Championship,Ireland,21 - 26,21,Ireland,0,-5,Lansdowne Road,47,France,0
1989,Trim 1,fevrier,4,12,Scotland,London,Five Nations Championship,1989,Five Nations Championship,England,12 - 12,12,England,0,0,Twickenham Stadium,24,Draw,0
1989,Trim 1,fevrier,4,19,Ireland,Cardiff,Five Nations Championship,1989,Five Nations Championship,Wales,13 - 19,13,Wales,0,-6,Cardiff Arms Park,32,Ireland,0
1989,Trim 1,fevrier,18,12,Wales,Paris,Five Nations Championship,1989,Five Nations Championship,France,31 - 12,31,France,0,19,Parc des Princes,43,France,0
1989,Trim 1,fevrier,18,16,England,Dublin,Five Nations Championship,1989,Five Nations Championship,Ireland,3 - 16,3,Ireland,0,-13,Lansdowne Road,19,England,0
1989,Trim 1,mars,4,0,France,London,Five Nations Championship,1989,Five Nations Championship,England,11 - 0,11,England,0,11,Twickenham,11,England,0
1989,Trim 1,mars,4,21,Ireland,Edinburgh,Five Nations Championship,1989,Five Nations Championship,Scotland,37 - 21,37,Scotland,0,16,Murrayfield Stadium,58,Scotland,0
1989,Trim 1,mars,18,3,Scotland,Paris,Five Nations Championship,1989,Five Nations Championship,France,19 - 3,19,France,0,16,Parc des Princes,22,France,0
1989,Trim 1,mars,18,9,England,Cardiff,Five Nations Championship,1989,Five Nations Championship,Wales,12 - 9,12,Wales,0,3,Cardiff Arms Park,21,Wales,0
1989,Trim 2,juin,17,17,France,Christchurch,France tour,1989,French tour of New Zealand,New Zealand,25 - 17,25,New Zealand,0,8,Lancaster Park,42,New Zealand,0
1989,Trim 2,juin,24,16,Italy,Buenos Aires,Italy tour,1989,Italy rugby union tour of Argentina,Argentina,21 - 16,21,Argentina,0,5,Jose Amalfitani Stadium,37,Argentina,0
1989,Trim 3,juillet,1,20,France,Auckland,France tour,1989,French tour of New Zealand,New Zealand,34 - 20,34,New Zealand,0,14,Eden Park,54,New Zealand,0
1989,Trim 3,juillet,15,9,Argentina,Dunedin,Argentina tour,1989,Argentina tour of New Zealand,New Zealand,60 - 9,60,New Zealand,0,51,Carisbrook,69,New Zealand,0
1989,Trim 3,juillet,29,12,Argentina,Wellington,Argentina tour,1989,Argentina tour of New Zealand,New Zealand,49 - 12,49,New Zealand,0,37,Athletic Park,61,New Zealand,0
1989,Trim 3,aout,5,12,Australia,Auckland,Australia tour,1989,Australia tour of New Zealand,New Zealand,24 - 12,24,New Zealand,0,12,Eden Park,36,New Zealand,0
1989,Trim 4,novembre,4,32,Australia,Strasbourg,Australia tour,1989,Australia tour of France and Canada,France,15 - 32,15,France,0,-17,Stade de la Meinau,47,Australia,0
1989,Trim 4,novembre,4,34,New Zealand,Cardiff,New Zealand tour,1989,"New Zealand tour of Great Britain, Ireland and North America",Wales,9 - 34,9,Wales,0,-25,National Stadium,43,New Zealand,0
1989,Trim 4,novembre,11,19,Australia,Lille,Australia tour,1989,Australia tour of France and Canada,France,25 - 19,25,France,0,6,Stadium Nord Lille Metropole,44,France,0
1989,Trim 4,novembre,18,23,New Zealand,Dublin,New Zealand tour,1989,New Zealand rugby union tour of Canada and the British Isles,Ireland,6 - 23,6,Ireland,0,-17,Lansdowne Road,29,New Zealand,0
1990,Trim 1,janvier,20,0,Ireland,London,Five Nations Championship,1990,Five Nations Championship,England,23 - 0,23,England,0,23,Twickenham,23,England,0
1990,Trim 1,janvier,20,29,France,Cardiff,Five Nations Championship,1990,Five Nations Championship,Wales,19 - 29,19,Wales,0,-10,National Stadium,48,France,0
1990,Trim 1,fevrier,3,13,Scotland,Dublin,Five Nations Championship,1990,Five Nations Championship,Ireland,10 - 13,10,Ireland,0,-3,Lansdowne Road,23,Scotland,0
1990,Trim 1,fevrier,3,26,England,Paris,Five Nations Championship,1990,Five Nations Championship,France,7 - 26,7,France,0,-19,Parc des Princes,33,England,0
1990,Trim 1,fevrier,17,0,France,Edinburgh,Five Nations Championship,1990,Five Nations Championship,Scotland,21 - 0,21,Scotland,0,21,Murrayfield,21,Scotland,0
1990,Trim 1,fevrier,17,6,Wales,London,Five Nations Championship,1990,Five Nations Championship,England,34 - 6,34,England,0,28,Twickenham,40,England,0
1990,Trim 1,mars,3,12,Ireland,Paris,Five Nations Championship,1990,Five Nations Championship,France,31 - 12,31,France,0,19,Parc des Princes,43,France,0
1990,Trim 1,mars,3,13,Scotland,Cardiff,Five Nations Championship,1990,Five Nations Championship,Wales,9 - 13,9,Wales,0,-4,National Stadium,22,Scotland,0
1990,Trim 1,mars,17,7,England,Edinburgh,Five Nations Championship,1990,Five Nations Championship,Scotland,13 - 7,13,Scotland,0,6,Murrayfield Stadium,20,Scotland,0
1990,Trim 1,mars,24,8,Wales,Dublin,Five Nations Championship,1990,Five Nations Championship,Ireland,14 - 8,14,Ireland,0,6,Lansdowne Road,22,Ireland,0
1990,Trim 2,juin,9,9,France,Sydney,France tour,1990,France tour of Australia,Australia,21 - 9,21,Australia,0,12,Sydney Football Stadium,30,Australia,0
1990,Trim 2,juin,16,16,Scotland,Dunedin,Scotland tour,1990,Scotland rugby union tour of New Zealand,New Zealand,31 - 16,31,New Zealand,0,15,Carisbrook,47,New Zealand,0
1990,Trim 2,juin,23,18,Scotland,Auckland,Scotland tour,1990,Scotland rugby union tour of New Zealand,New Zealand,21 - 18,21,New Zealand,0,3,Eden Park,39,New Zealand,0
1990,Trim 2,juin,24,31,France,Brisbane,France tour,1990,France tour of Australia,Australia,48 - 31,48,Australia,0,17,Ballymore Stadium,79,Australia,0
1990,Trim 2,juin,30,28,France,Sydney,France tour,1990,France tour of Australia,Australia,19 - 28,19,Australia,0,-9,Sydney Football Stadium,47,France,0
1990,Trim 3,juillet,21,6,Australia,Christchurch,Australia tour,1990,Australia tour of New Zealand,New Zealand,21 - 6,21,New Zealand,0,15,Lancaster Park,27,New Zealand,0
1990,Trim 3,juillet,28,25,England,Buenos Aires,England tour,1990,England tour of Argentina,Argentina,12 - 25,12,Argentina,0,-13,Jose Amalfitani Stadium,37,England,0
1990,Trim 3,aout,4,13,England,Buenos Aires,England tour,1990,England tour of Argentina,Argentina,15 - 13,15,Argentina,0,2,Velez Sersfield,28,Argentina,0
1990,Trim 3,aout,4,17,Australia,Auckland,Australia tour,1990,Australia tour of New Zealand,New Zealand,27 - 17,27,New Zealand,0,10,Eden Park,44,New Zealand,0
1990,Trim 3,aout,18,21,Australia,Wellington,Australia tour,1990,Australia tour of New Zealand,New Zealand,9 - 21,9,New Zealand,0,-12,Athletic Park,30,Australia,0
1990,Trim 4,octobre,27,18,Argentina,Dublin,Argentina tour,1990,Argentina rugby union tour of British Isles,Ireland,20 - 18,20,Ireland,0,2,Lansdowne Road,38,Ireland,0
1990,Trim 4,novembre,3,0,Argentina,London,Argentina tour,1990,Argentina tour of Great Britain and Ireland,England,51 - 0,51,England,0,51,Twickenham,51,England,0
1990,Trim 4,novembre,3,24,New Zealand,Nantes,New Zealand tour,1990,New Zealand tour of France,France,3 - 24,3,France,0,-21,Stade de la Beaujoire,27,New Zealand,0
1990,Trim 4,novembre,10,3,Argentina,Edinburgh,Argentina tour,1990,Argentina tour of Great Britain and Ireland,Scotland,49 - 3,49,Scotland,0,46,Murrayfield Stadium,52,Scotland,0
1990,Trim 4,novembre,10,30,New Zealand,Paris,New Zealand tour,1990,New Zealand tour of France,France,12 - 30,12,France,0,-18,Parc des Princes,42,New Zealand,0
1991,Trim 1,janvier,19,9,Scotland,Paris,Five Nations Championship,1991,Five Nations Championship,France,15 - 9,15,France,0,6,Parc des Princes,24,France,0
1991,Trim 1,janvier,19,25,England,Cardiff,Five Nations Championship,1991,Five Nations Championship,Wales,6 - 25,6,Wales,0,-19,Cardiff Arms Park,31,England,0
1991,Trim 1,fevrier,2,12,Wales,Edinburgh,Five Nations Championship,1991,Five Nations Championship,Scotland,32 - 12,32,Scotland,0,20,Murrayfield Stadium,44,Scotland,0
1991,Trim 1,fevrier,2,21,France,Dublin,Five Nations Championship,1991,Five Nations Championship,Ireland,13 - 21,13,Ireland,0,-8,Lansdowne Road,34,France,0
1991,Trim 1,fevrier,16,12,Scotland,London,Five Nations Championship,1991,Five Nations Championship,England,21 - 12,21,England,0,9,Twickenham Stadium,33,England,0
1991,Trim 1,fevrier,16,21,Ireland,Cardiff,Five Nations Championship,1991,Five Nations Championship,Wales,21 - 21,21,Wales,0,0,Cardiff Arms Park,42,Draw,0
1991,Trim 1,mars,2,3,Wales,Paris,Five Nations Championship,1991,Five Nations Championship,France,36 - 3,36,France,0,33,Parc des Princes,39,France,0
1991,Trim 1,mars,2,16,England,Dublin,Five Nations Championship,1991,Five Nations Championship,Ireland,7 - 16,7,Ireland,0,-9,Lansdowne Road,23,England,0
1991,Trim 1,mars,16,19,France,London,Five Nations Championship,1991,Five Nations Championship,England,21 - 19,21,England,0,2,Twickenham,40,England,0
1991,Trim 1,mars,16,25,Ireland,Edinburgh,Five Nations Championship,1991,Five Nations Championship,Scotland,28 - 25,28,Scotland,0,3,Murrayfield Stadium,53,Scotland,0
1991,Trim 3,juillet,6,28,New Zealand,Buenos Aires,New Zealand tour,1991,New Zealand tour of Argentina,Argentina,14 - 28,14,Argentina,0,-14,Jose Amalfitani Stadium,42,New Zealand,0
1991,Trim 3,juillet,13,36,New Zealand,Buenos Aires,New Zealand tour,1991,New Zealand tour of Argentina,Argentina,6 - 36,6,Argentina,0,-30,Jose Amalfitani Stadium,42,New Zealand,0
1991,Trim 3,juillet,22,6,Wales,Brisbane,Wales tour,1991,Wales tour of Australia,Australia,63 - 6,63,Australia,0,57,Ballymore Stadium,69,Australia,0
1991,Trim 3,juillet,27,15,England,Sydney,England tour,1991,England tour of Australia and Fiji,Australia,40 - 15,40,Australia,0,25,Sydney Football Stadium,55,Australia,0
1991,Trim 3,aout,10,12,New Zealand,Sydney,New Zealand tour,1991,New Zealand tour of Australia,Australia,21 - 12,21,Australia,0,9,Sydney Football Stadium,33,Australia,0
1991,Trim 3,aout,24,3,Australia,Auckland,Australia tour,1991,Australia tour of New Zealand,New Zealand,6 - 3,6,New Zealand,0,3,Eden Park,9,New Zealand,0
1991,Trim 3,septembre,4,22,France,Cardiff,Rugby World Cup,1991,Rugby World Cup warm-up match,Wales,9 - 22,9,Wales,0,-13,National Stadium,31,France,0
1991,Trim 4,octobre,3,18,New Zealand,London,Rugby World Cup,1991,Rugby World Cup Pool Stage,England,12 - 18,12,England,0,-6,Twickenham,30,New Zealand,1
1991,Trim 4,octobre,4,15,Ireland,Edinburgh,Rugby World Cup,1991,Rugby World Cup,Scotland,24 - 15,24,Scotland,0,9,Murrayfield Stadium,39,Scotland,1
1991,Trim 4,octobre,4,19,Argentina,Llanelli,Rugby World Cup,1991,Rugby World Cup Pool match,Wales,32 - 19,32,Australia,1,13,Stradey Park,51,Australia,1
1991,Trim 4,octobre,8,6,Italy,London,Rugby World Cup,1991,Rugby World Cup Pool Stage,England,36 - 6,36,England,0,30,Twickenham,42,England,1
1991,Trim 4,octobre,9,7,Argentina,Cardiff,Rugby World Cup,1991,Rugby World Cup Pool match,Wales,16 - 7,16,Wales,0,9,National Stadium,23,Wales,1
1991,Trim 4,octobre,12,38,Australia,Cardiff,Rugby World Cup,1991,Rugby World Cup Pool match,Wales,3 - 38,3,Wales,0,-35,National Stadium,41,Australia,1
1991,Trim 4,octobre,13,21,Italy,Leicester,Rugby World Cup,1991,Rugby World Cup,England,31 - 21,31,New Zealand,1,10,Welford Road Stadium,52,New Zealand,1
1991,Trim 4,octobre,19,19,England,Paris,Rugby World Cup,1991,Rugby World Cup Quarter-final,France,10 - 19,10,France,0,-9,Parc des Princes,29,England,1
1991,Trim 4,octobre,20,19,Australia,Dublin,Rugby World Cup,1991,Rugby World Cup Quarter-final,Ireland,18 - 19,18,Ireland,0,-1,Lansdowne Road,37,Australia,1
1991,Trim 4,octobre,26,9,England,Edinburgh,Rugby World Cup,1991,Rugby World Cup Semi-final,Scotland,6 - 9,6,Scotland,0,-3,Murrayfield Stadium,15,England,1
1991,Trim 4,octobre,27,16,Australia,Dublin,Rugby World Cup,1991,Rugby World Cup Semi-final,Ireland,6 - 16,6,New Zealand,1,-10,Lansdowne Road,22,Australia,1
1991,Trim 4,octobre,30,6,Scotland,Cardiff,Rugby World Cup,1991,Rugby World Cup Third Place Test Match,Wales,13 - 6,13,New Zealand,1,7,National Stadium,19,New Zealand,1
1991,Trim 4,novembre,2,12,Australia,London,Rugby World Cup,1991,Rugby World Cup Final,England,6 - 12,6,England,0,-6,Twickenham Stadium,18,Australia,1
1992,Trim 1,janvier,18,16,Wales,Dublin,Five Nations Championship,1992,Five Nations Championship,Ireland,15 - 16,15,Ireland,0,-1,Lansdowne Road,31,Wales,0
1992,Trim 1,janvier,18,25,England,Edinburgh,Five Nations Championship,1992,Five Nations Championship,Scotland,7 - 25,7,Scotland,0,-18,Murrayfield Stadium,32,England,0
1992,Trim 1,fevrier,1,9,Ireland,London,Five Nations Championship,1992,Five Nations Championship,England,38 - 9,38,England,0,29,Twickenham,47,England,0
1992,Trim 1,fevrier,1,12,France,Cardiff,Five Nations Championship,1992,Five Nations Championship,Wales,9 - 12,9,Wales,0,-3,National Stadium,21,France,0
1992,Trim 1,fevrier,15,18,Scotland,Dublin,Five Nations Championship,1992,Five Nations Championship,Ireland,10 - 18,10,Ireland,0,-8,Lansdowne Road,28,Scotland,0
1992,Trim 1,fevrier,15,31,England,Paris,Five Nations Championship,1992,Five Nations Championship,France,13 - 31,13,France,0,-18,Parc des Princes,44,England,0
1992,Trim 1,mars,7,0,Wales,London,Five Nations Championship,1992,Five Nations Championship,England,24 - 0,24,England,0,24,Twickenham,24,England,0
1992,Trim 1,mars,7,6,France,Edinburgh,Five Nations Championship,1992,Five Nations Championship,Scotland,10 - 6,10,Scotland,0,4,Murrayfield,16,Scotland,0
1992,Trim 1,mars,21,12,Ireland,Paris,Five Nations Championship,1992,Five Nations Championship,France,44 - 12,44,France,0,32,Parc des Princes,56,France,0
1992,Trim 1,mars,21,12,Scotland,Cardiff,Five Nations Championship,1992,Five Nations Championship,Wales,15 - 12,15,Wales,0,3,National Stadium,27,Wales,0
1992,Trim 2,mai,30,21,Ireland,Dunedin,Ireland tour,1992,Ireland rugby union tour of New Zealand,New Zealand,24 - 21,24,New Zealand,0,3,Carisbrook,45,New Zealand,0
1992,Trim 2,juin,6,6,Ireland,Wellington,Ireland tour,1992,Ireland rugby union tour of New Zealand,New Zealand,59 - 6,59,New Zealand,0,53,Athletic Park,65,New Zealand,0
1992,Trim 2,juin,13,12,Scotland,Sydney,Scotland tour,1992,Scotland tour of Australia,Australia,27 - 12,27,Australia,0,15,Sydney Football Stadium,39,Australia,0
1992,Trim 2,juin,21,13,Scotland,Brisbane,Scotland tour,1992,Scotland tour of Australia,Australia,37 - 13,37,Australia,0,24,Ballymore Stadium,50,Australia,0
1992,Trim 3,juillet,4,15,New Zealand,Sydney,New Zealand tour,1992,New Zealand tour of Australia and South Africa,Australia,16 - 15,16,Australia,0,1,Sydney Football Stadium,31,Australia,0
1992,Trim 3,juillet,4,27,France,Buenos Aires,France tour,1992,France tour of Argentina,Argentina,12 - 27,12,Argentina,0,-15,Jose Amalfitani Stadium,39,France,0
1992,Trim 3,juillet,11,33,France,Buenos Aires,France tour,1992,France tour of Argentina,Argentina,9 - 33,9,Argentina,0,-24,Jose Amalfitani Stadium,42,France,0
1992,Trim 3,juillet,19,17,New Zealand,Brisbane,New Zealand tour,1992,New Zealand tour of Australia and South Africa,Australia,19 - 17,19,Australia,0,2,Ballymore Stadium,36,Australia,0
1992,Trim 3,juillet,25,26,New Zealand,Sydney,New Zealand tour,1992,New Zealand tour of Australia and South Africa,Australia,23 - 26,23,Australia,0,-3,Sydney Football Stadium,49,New Zealand,0
1992,Trim 3,aout,15,27,New Zealand,Johannesburg,New Zealand tour,1992,New Zealand tour,South Africa,24 - 27,24,South Africa,0,-3,Ellis Park,51,New Zealand,0
1992,Trim 3,aout,29,26,Australia,Cape Town,Australia tour,1992,Australia tour of South Africa,South Africa,3 - 26,3,South Africa,0,-23,Newlands Stadium,29,Australia,0
1992,Trim 4,octobre,17,20,South Africa,Lyon,South Africa tour,1992,South Africa rugby union tour of France and England,France,15 - 20,15,France,0,-5,Stade de Gerland,35,South Africa,0
1992,Trim 4,octobre,24,16,South Africa,Paris,South Africa tour,1992,South Africa rugby union tour of France and England,France,29 - 16,29,France,0,13,Parc des Princes,45,France,0
1992,Trim 4,octobre,31,42,Australia,Dublin,Australia tour,1992,Australia tour of Great Britain and Ireland,Ireland,17 - 42,17,Ireland,0,-25,Lansdowne Road,59,Australia,0
1992,Trim 4,novembre,14,16,South Africa,London,South Africa tour,1992,South Africa rugby union tour of France and England,England,33 - 16,33,England,0,17,Twickenham,49,England,0
1992,Trim 4,novembre,14,24,Argentina,Nantes,Argentina tour,1992,Argentina tour of Europe,France,20 - 24,20,France,0,-4,Stade de la Beaujoire,44,Argentina,0
1992,Trim 4,novembre,21,23,Australia,Cardiff,Australia tour,1992,Australia tour of Great Britain and Ireland,Wales,6 - 23,6,Wales,0,-17,National Stadium,29,Australia,0
1993,Trim 1,janvier,16,3,Ireland,Edinburgh,Five Nations Championship,1993,Five Nations Championship,Scotland,15 - 3,15,Scotland,0,12,Murrayfield Stadium,18,Scotland,0
1993,Trim 1,janvier,16,15,France,London,Five Nations Championship,1993,Five Nations Championship,England,16 - 15,16,England,0,1,Twickenham,31,England,0
1993,Trim 1,fevrier,6,3,Scotland,Paris,Five Nations Championship,1993,Five Nations Championship,France,11 - 3,11,France,0,8,Parc des Princes,14,France,0
1993,Trim 1,fevrier,6,9,England,Cardiff,Five Nations Championship,1993,Five Nations Championship,Wales,10 - 9,10,Wales,0,1,Cardiff Arms Park,19,Wales,0
1993,Trim 1,fevrier,20,0,Wales,Edinburgh,Five Nations Championship,1993,Five Nations Championship,Scotland,20 - 0,20,Scotland,0,20,Murrayfield Stadium,20,Scotland,0
1993,Trim 1,fevrier,20,21,France,Dublin,Five Nations Championship,1993,Five Nations Championship,Ireland,6 - 21,6,Ireland,0,-15,Lansdowne Road,27,France,0
1993,Trim 1,mars,6,12,Scotland,London,Five Nations Championship,1993,Five Nations Championship,England,26 - 12,26,England,0,14,Twickenham Stadium,38,England,0
1993,Trim 1,mars,6,19,Ireland,Cardiff,Five Nations Championship,1993,Five Nations Championship,Wales,14 - 19,14,Wales,0,-5,Cardiff Arms Park,33,Ireland,0
1993,Trim 1,mars,20,3,England,Dublin,Five Nations Championship,1993,Five Nations Championship,Ireland,17 - 3,17,Ireland,0,14,Lansdowne Road,20,Ireland,0
1993,Trim 1,mars,20,10,Wales,Paris,Five Nations Championship,1993,Five Nations Championship,France,26 - 10,26,France,0,16,Parc des Princes,36,France,0
1993,Trim 2,juin,26,20,France,Durban,France tour,1993,France rugby union tour of South Africa,South Africa,20 - 20,20,South Africa,0,0,Kings Park,40,Draw,0
1993,Trim 3,juillet,3,18,France,Johannesburg,France tour,1993,France rugby union tour of South Africa,South Africa,17 - 18,17,South Africa,0,-1,Ellis Park,35,France,0
1993,Trim 3,juillet,17,10,Australia,Dunedin,Australia tour,1993,Australia tour of New Zealand,New Zealand,25 - 10,25,New Zealand,0,15,Carisbrook,35,New Zealand,0
1993,Trim 3,juillet,31,19,South Africa,Sydney,South Africa tour,1993,South Africa tour of Australia,Australia,12 - 19,12,Australia,0,-7,Sydney Football Stadium,31,South Africa,0
1993,Trim 3,aout,14,20,South Africa,Brisbane,South Africa tour,1993,South Africa tour of Australia,Australia,28 - 20,28,Australia,0,8,Ballymore Stadium,48,Australia,0
1993,Trim 3,aout,21,12,South Africa,Sydney,South Africa tour,1993,South Africa tour of Australia,Australia,19 - 12,19,Australia,0,7,Sydney Football Stadium,31,Australia,0
1993,Trim 4,octobre,30,13,Australia,Bordeaux,Australia tour,1993,Australia tour of France and North America,France,16 - 13,16,France,0,3,Stade Municipal,29,France,0
1993,Trim 4,novembre,6,24,Australia,Paris,Australia tour,1993,Australia tour of France and North America,France,3 - 24,3,France,0,-21,Parc des Princes,27,Australia,0
1993,Trim 4,novembre,6,29,South Africa,Buenos Aires,South Africa tour,1993,South Africa tour of Argentina,Argentina,26 - 29,26,Argentina,0,-3,FC Oeste,55,South Africa,0
1993,Trim 4,novembre,13,52,South Africa,Buenos Aires,South Africa tour,1993,South Africa tour of Argentina,Argentina,23 - 52,23,Argentina,0,-29,FC Oeste,75,South Africa,0
1993,Trim 4,novembre,20,51,New Zealand,Edinburgh,New Zealand tour,1993,New Zealand tour of Britain,Scotland,15 - 51,15,Scotland,0,-36,Murrayfield,66,New Zealand,0
1993,Trim 4,novembre,27,9,New Zealand,London,New Zealand tour,1993,New Zealand rugby union tour of Britain,England,15 - 9,15,England,0,6,Twickenham,24,England,0
1994,Trim 1,janvier,15,6,Scotland,Cardiff,Five Nations Championship,1994,Five Nations Championship,Wales,29 - 6,29,Wales,0,23,National Stadium,35,Wales,0
1994,Trim 1,janvier,15,15,Ireland,Paris,Five Nations Championship,1994,Five Nations Championship,France,35 - 15,35,France,0,20,Parc des Princes,50,France,0
1994,Trim 1,fevrier,5,15,England,Edinburgh,Five Nations Championship,1994,Five Nations Championship,Scotland,14 - 15,14,Scotland,0,-1,Murrayfield Stadium,29,England,0
1994,Trim 1,fevrier,5,17,Wales,Dublin,Five Nations Championship,1994,Five Nations Championship,Ireland,15 - 17,15,Ireland,0,-2,Lansdowne Road,32,Wales,0
1994,Trim 1,fevrier,19,13,Ireland,London,Five Nations Championship,1994,Five Nations Championship,England,12 - 13,12,England,0,-1,Twickenham,25,Ireland,0
1994,Trim 1,fevrier,19,15,France,Cardiff,Five Nations Championship,1994,Five Nations Championship,Wales,24 - 15,24,Wales,0,9,National Stadium,39,Wales,0
1994,Trim 1,mars,5,6,Scotland,Dublin,Five Nations Championship,1994,Five Nations Championship,Ireland,6 - 6,6,Ireland,0,0,Lansdowne Road,12,Draw,0
1994,Trim 1,mars,5,18,England,Paris,Five Nations Championship,1994,Five Nations Championship,France,14 - 18,14,France,0,-4,Parc des Princes,32,England,0
