date - Annee,date - Trimestre,date - Mois,date - Jour,away_score,away_team,city,comp_sorted,competition.1,competition.2,country,full_score,home_score,home_team,neutral,score_difference,stadium,total_score,winner,world_cup
2012,Trim 4,novembre,10,6,Australia,Saint-Denis,Autumn International,2012,Autumn International,France,33 - 6,33,France,0,27,Stade de France,39,France,0
2012,Trim 4,novembre,10,16,South Africa,Dublin,End of year test,2012,end-of-year test,Ireland,12 - 16,12,Ireland,0,-4,Aviva Stadium,28,South Africa,0
2012,Trim 4,novembre,10,26,Argentina,Cardiff,Autumn International,2012,Autumn International,Wales,12 - 26,12,Wales,0,-14,Millennium Stadium,38,Argentina,0
2012,Trim 4,novembre,11,51,New Zealand,Edinburgh,Autumn International,2012,Autumn International,Scotland,22 - 51,22,Scotland,0,-29,Murrayfield,73,New Zealand,0
2012,Trim 4,novembre,17,20,Australia,London,Autumn International,2012,Autumn International,England,14 - 20,14,England,0,-6,Twickenham Stadium,34,Australia,0
2012,Trim 4,novembre,17,21,South Africa,Edinburgh,Autumn International,2012,Autumn International,Scotland,10 - 21,10,Scotland,0,-11,Murrayfield,31,South Africa,0
2012,Trim 4,novembre,17,22,Argentina,Lille,Autumn International,2012,Autumn International,France,39 - 22,39,France,0,17,Grand Stade Lille Metropole,61,France,0
2012,Trim 4,novembre,17,42,New Zealand,Rome,End of year internationals,2012,end-of-year internationals,Italy,10 - 42,10,Italy,0,-32,Stadio Olimpico,52,New Zealand,0
2012,Trim 4,novembre,24,16,South Africa,London,Autumn International,2012,Autumn International,England,15 - 16,15,England,0,-1,Twickenham,31,South Africa,0
2012,Trim 4,novembre,24,22,Australia,Florence,Autumn International,2012,Autumn International,Italy,19 - 22,19,Italy,0,-3,Stadio Artemio Franchi,41,Australia,0
2012,Trim 4,novembre,24,24,Argentina,Dublin,Autumn International,2012,autumn internationals,Ireland,46 - 24,46,Ireland,0,22,Aviva Stadium,70,Ireland,0
2012,Trim 4,novembre,24,33,New Zealand,Cardiff,Autumn International,2012,Autumn International,Wales,10 - 33,10,Wales,0,-23,Millennium Stadium,43,New Zealand,0
2012,Trim 4,decembre,1,14,Australia,Cardiff,Autumn International,2012,Autumn International,Wales,12 - 14,12,Wales,0,-2,Millennium Stadium,26,Australia,0
2012,Trim 4,decembre,1,21,New Zealand,London,Autumn International,2012,Autumn International,England,38 - 21,38,England,0,17,Twickenham,59,England,0
2013,Trim 1,fevrier,2,18,Scotland,London,Six Nations,2013,Six Nations Championship,England,38 - 18,38,England,0,20,Twickenham Stadium,56,England,0
2013,Trim 1,fevrier,2,30,Ireland,Cardiff,Six Nations,2013,Six Nations Championship,Wales,22 - 30,22,Wales,0,-8,Millennium Stadium,52,Ireland,0
2013,Trim 1,fevrier,3,18,France,Rome,Six Nations,2013,Six Nations Championship,Italy,23 - 18,23,Italy,0,5,Stadio Olimpico,41,Italy,0
2013,Trim 1,fevrier,9,10,Italy,Edinburgh,Six Nations,2013,Six Nations Championship,Scotland,34 - 10,34,Scotland,0,24,Murrayfield,44,Scotland,0
2013,Trim 1,fevrier,9,16,Wales,Paris,Six Nations,2013,Six Nations Championship,France,6 - 16,6,France,0,-10,Stade de France,22,Wales,0
2013,Trim 1,fevrier,10,12,England,Dublin,Six Nations,2013,Six Nations Championship,Ireland,6 - 12,6,Ireland,0,-6,Aviva Stadium,18,England,0
2013,Trim 1,fevrier,23,13,France,London,Six Nations,2013,Six Nations Championship,England,23 - 13,23,England,0,10,Twickenham,36,England,0
2013,Trim 1,fevrier,23,26,Wales,Rome,Six Nations,2013,Six Nations,Italy,9 - 26,9,Italy,0,-17,Stadio Olimpico,35,Wales,0
2013,Trim 1,fevrier,24,8,Ireland,Edinburgh,Six Nations,2013,Six Nations Championship,Scotland,12 - 8,12,Scotland,0,4,Murrayfield Stadium,20,Scotland,0
2013,Trim 1,mars,9,13,France,Dublin,Six Nations,2013,Six Nations Championship,Ireland,13 - 13,13,Ireland,0,0,Aviva Stadium,26,Draw,0
2013,Trim 1,mars,9,28,Wales,Edinburgh,Six Nations,2013,Six Nations Championship,Scotland,18 - 28,18,Scotland,0,-10,Murrayfield Stadium,46,Wales,0
2013,Trim 1,mars,10,11,Italy,London,Six Nations,2013,Six Nations Championship,England,18 - 11,18,England,0,7,Twickenham,29,England,0
2013,Trim 1,mars,16,3,England,Cardiff,Six Nations,2013,Six Nations Championship,Wales,30 - 3,30,Wales,0,27,Millennium Stadium,33,Wales,0
2013,Trim 1,mars,16,15,Ireland,Rome,Six Nations,2013,Six Nations Championship,Italy,22 - 15,22,Italy,0,7,Stadio Olimpico,37,Italy,0
2013,Trim 1,mars,16,16,Scotland,Saint-Denis,Six Nations,2013,Six Nations Championship,France,23 - 16,23,France,0,7,Stade de France,39,France,0
2013,Trim 2,juin,8,10,Italy,Durban,South Africa tour,2013,South African quadrangular tournament,South Africa,44 - 10,44,South Africa,0,34,Kings Park Stadium,54,South Africa,0
2013,Trim 2,juin,8,13,France,Auckland,France tour,2013,French tour to New Zealand,New Zealand,23 - 13,23,New Zealand,0,10,Eden Park,36,New Zealand,0
2013,Trim 2,juin,8,32,England,Salta,England tour,2013,England tour of Argentina,Argentina,3 - 32,3,Argentina,0,-29,Estadio Padre Ernesto Martearena,35,England,0
2013,Trim 2,juin,15,0,France,Christchurch,France tour,2013,French tour to New Zealand,New Zealand,30 - 0,30,New Zealand,0,30,Rugby League Park,30,New Zealand,0
2013,Trim 2,juin,15,17,Scotland,Nelspruit,African Quadrangular tournament,South,African Quadrangular tournament,South Africa,30 - 17,30,South Africa,0,13,Mbombela Stadium,47,South Africa,0
2013,Trim 2,juin,15,51,England,Buenos Aires,England tour,2013,England tour of Argentina,Argentina,26 - 51,26,Argentina,0,-25,Velez Sersfield,77,England,0
2013,Trim 2,juin,22,9,France,New Plymouth,France tour,2013,French tour to New Zealand,New Zealand,24 - 9,24,New Zealand,0,15,Yarrow Stadium,33,New Zealand,0
2013,Trim 2,juin,22,29,Italy,Pretoria,African Quadrangular tournament,South,African Quadrangular tournament third place final,South Africa,30 - 29,30,Scotland,1,1,Loftus Versfeld,59,Scotland,0
2013,Trim 3,aout,17,13,Argentina,Johannesburg,Rugby Championship,2013,Rugby Championship,South Africa,73 - 13,73,South Africa,0,60,FNB Stadium,86,South Africa,0
2013,Trim 3,aout,17,47,New Zealand,Sydney,Rugby Championship,2013,Rugby Championship,Australia,29 - 47,29,Australia,0,-18,Stadium Australia,76,New Zealand,0
2013,Trim 3,aout,24,16,Australia,Wellington,Rugby Championship,2013,Rugby Championship,New Zealand,27 - 16,27,New Zealand,0,11,Wellington Regional Stadium,43,New Zealand,0
2013,Trim 3,aout,24,22,South Africa,Mendoza,Rugby Championship,2013,Rugby Championship,Argentina,17 - 22,17,Argentina,0,-5,Malvinas Argentinas,39,South Africa,0
2013,Trim 3,septembre,7,13,Argentina,Hamilton,Rugby Championship,2013,Rugby Championship,New Zealand,28 - 13,28,New Zealand,0,15,Waikato Stadium,41,New Zealand,0
2013,Trim 3,septembre,7,38,South Africa,Brisbane,Rugby Championship,2013,Rugby Championship,Australia,12 - 38,12,Australia,0,-26,Lang Park,50,South Africa,0
2013,Trim 3,septembre,14,13,Argentina,Perth,Rugby Championship,2013,Rugby Championship,Australia,14 - 13,14,Australia,0,1,Subiaco Oval,27,Australia,0
2013,Trim 3,septembre,14,15,South Africa,Auckland,Rugby Championship,2013,Rugby Championship,New Zealand,29 - 15,29,New Zealand,0,14,Eden Park,44,New Zealand,0
2013,Trim 3,septembre,28,8,Australia,Cape Town,Rugby Championship,2013,Rugby Championship,South Africa,28 - 8,28,South Africa,0,20,Newlands Stadium,36,South Africa,0
2013,Trim 3,septembre,28,33,New Zealand,La Plata,Rugby Championship,2013,Rugby Championship,Argentina,15 - 33,15,Argentina,0,-18,Estadio enico,48,New Zealand,0
2013,Trim 4,octobre,5,38,New Zealand,Johannesburg,Rugby Championship,2013,Rugby Championship,South Africa,27 - 38,27,South Africa,0,-11,Ellis Park,65,New Zealand,0
2013,Trim 4,octobre,5,54,Australia,Rosario,Rugby Championship,2013,Rugby Championship,Argentina,17 - 54,17,Argentina,0,-37,Gigante de Arroyito,71,Australia,0
2013,Trim 4,octobre,19,33,Australia,Dunedin,Autumn International,2013,Autumn International,New Zealand,41 - 33,41,New Zealand,0,8,Forsyth Barr Stadium,74,New Zealand,0
2013,Trim 4,novembre,2,13,Australia,London,Autumn International,2013,Autumn International,England,20 - 13,20,England,0,7,Twickenham Stadium,33,England,0
2013,Trim 4,novembre,9,12,Argentina,London,Autumn International,2013,Autumn International,England,31 - 12,31,England,0,19,Twickenham,43,England,0
2013,Trim 4,novembre,9,24,South Africa,Cardiff,End of year test,2013,end-of-year test,Wales,15 - 24,15,Wales,0,-9,Millennium Stadium,39,South Africa,0
2013,Trim 4,novembre,9,26,New Zealand,Saint-Denis,End of year test,2013,end-of year test,France,19 - 26,19,France,0,-7,Stade de France,45,New Zealand,0
2013,Trim 4,novembre,9,50,Australia,Turin,Autumn International,2013,Autumn International,Italy,20 - 50,20,Italy,0,-30,Stadio Olimpico di Torino,70,Australia,0
2013,Trim 4,novembre,16,6,Argentina,Cardiff,Autumn International,2013,Autumn International,Wales,40 - 6,40,Wales,0,34,Millennium Stadium,46,Wales,0
2013,Trim 4,novembre,16,30,New Zealand,London,Autumn International,2013,Autumn International,England,22 - 30,22,England,0,-8,Twickenham,52,New Zealand,0
2013,Trim 4,novembre,16,32,Australia,Dublin,Autumn International,2013,Autumn International,Ireland,15 - 32,15,Ireland,0,-17,Lansdowne Road,47,Australia,0
2013,Trim 4,novembre,17,28,South Africa,Edinburgh,Autumn International,2013,Autumn International,Scotland,0 - 28,0,Scotland,0,-28,Murrayfield,28,South Africa,0
2013,Trim 4,novembre,23,19,Argentina,Rome,End of year test,2013,end of year test,Italy,14 - 19,14,Italy,0,-5,Stadio Olimpico,33,Argentina,0
2013,Trim 4,novembre,23,19,South Africa,Saint-Denis,End of year test,2013,end-of-year test,France,10 - 19,10,France,0,-9,Stade de France,29,South Africa,0
2013,Trim 4,novembre,23,21,Australia,Edinburgh,Autumn International,2013,Autumn International,Scotland,15 - 21,15,Scotland,0,-6,Murrayfield Stadium,36,Australia,0
2013,Trim 4,novembre,24,24,New Zealand,Dublin,Autumn International,2013,Autumn International,Ireland,22 - 24,22,Ireland,0,-2,Aviva Stadium,46,New Zealand,0
2013,Trim 4,novembre,30,30,Australia,Cardiff,Autumn International,2013,Autumn International,Wales,26 - 30,26,Wales,0,-4,Millennium Stadium,56,Australia,0
2014,Trim 1,fevrier,1,15,Italy,Cardiff,Six Nations,2014,Six Nations,Wales,23 - 15,23,Wales,0,8,Millennium Stadium,38,Wales,0
2014,Trim 1,fevrier,1,24,England,Saint-Denis,Six Nations,2014,Six Nations Championship,France,26 - 24,26,France,0,2,Stade de France,50,France,0
2014,Trim 1,fevrier,2,6,Scotland,Dublin,Six Nations,2014,Six Nations Championship,Ireland,28 - 6,28,Ireland,0,22,Aviva Stadium,34,Ireland,0
2014,Trim 1,fevrier,8,3,Wales,Dublin,Six Nations,2014,Six Nations Championship,Ireland,26 - 3,26,Ireland,0,23,Aviva Stadium,29,Ireland,0
2014,Trim 1,fevrier,8,20,England,Edinburgh,Six Nations,2014,Six Nations Championship,Scotland,0 - 20,0,Scotland,0,-20,Murrayfield Stadium,20,England,0
2014,Trim 1,fevrier,9,10,Italy,Saint-Denis,Six Nations,2014,Six Nations Championship,France,30 - 10,30,France,0,20,Stade de France,40,France,0
2014,Trim 1,fevrier,21,6,France,Cardiff,Six Nations,2014,Six Nations Championship,Wales,27 - 6,27,Wales,0,21,Millennium Stadium,33,Wales,0
2014,Trim 1,fevrier,22,10,Ireland,London,Six Nations,2014,Six Nations Championship,England,13 - 10,13,England,0,3,Twickenham,23,England,0
2014,Trim 1,fevrier,22,21,Scotland,Rome,Six Nations,2014,Six Nations Championship,Italy,20 - 21,20,Italy,0,-1,Stadio Olimpico,41,Scotland,0
2014,Trim 1,mars,8,7,Italy,Dublin,Six Nations,2014,Six Nations Championship,Ireland,46 - 7,46,Ireland,0,39,Aviva Stadium,53,Ireland,0
2014,Trim 1,mars,8,19,France,Edinburgh,Six Nations,2014,Six Nations Championship,Scotland,17 - 19,17,Scotland,0,-2,Murrayfield,36,France,0
2014,Trim 1,mars,9,18,Wales,London,Six Nations,2014,Six Nations Championship,England,29 - 18,29,England,0,11,Twickenham,47,England,0
2014,Trim 1,mars,15,3,Scotland,Cardiff,Six Nations,2014,Six Nations Championship,Wales,51 - 3,51,Wales,0,48,Millennium Stadium,54,Wales,0
2014,Trim 1,mars,15,22,Ireland,Saint-Denis,Six Nations,2014,Six Nations Championship,France,20 - 22,20,France,0,-2,Stade de France,42,Ireland,0
2014,Trim 1,mars,15,52,England,Rome,Six Nations,2014,Six Nations Championship,Italy,11 - 52,11,Italy,0,-41,Stadio Olimpico,63,England,0
2014,Trim 2,juin,7,15,England,Auckland,England tour,2014,England rugby union tour of New Zealand,New Zealand,20 - 15,20,New Zealand,0,5,Eden Park,35,New Zealand,0
2014,Trim 2,juin,7,23,France,Brisbane,France tour,2014,France tour of Australia,Australia,50 - 23,50,Australia,0,27,Lang Park,73,Australia,0
2014,Trim 2,juin,7,29,Ireland,Resistencia,Ireland tour,2014,Ireland rugby union tour of Argentina,Argentina,17 - 29,17,Argentina,0,-12,Estadio Centenario,46,Ireland,0
2014,Trim 2,juin,14,0,France,Melbourne,France tour,2014,France tour of Australia,Australia,6 - 0,6,Australia,0,6,Docklands Stadium,6,Australia,0
2014,Trim 2,juin,14,16,Wales,Durban,Wales tour,2014,Wales tour of South Africa,South Africa,38 - 16,38,South Africa,0,22,Kings Park,54,South Africa,0
2014,Trim 2,juin,14,23,Ireland,Tucumen,Ireland tour,2014,Ireland rugby union tour of Argentina,Argentina,17 - 23,17,Argentina,0,-6,Estadio Monumental Jose Fierro,40,Ireland,0
2014,Trim 2,juin,14,27,England,Dunedin,England tour,2014,England rugby union tour of New Zealand,New Zealand,28 - 27,28,New Zealand,0,1,Forsyth Barr Stadium,55,New Zealand,0
2014,Trim 2,juin,21,13,England,Hamilton,England tour,2014,England rugby union tour of New Zealand,New Zealand,36 - 13,36,New Zealand,0,23,Waikato Stadium,49,New Zealand,0
2014,Trim 2,juin,21,13,France,Sydney,France tour,2014,France tour of Australia,Australia,39 - 13,39,Australia,0,26,Sydney Football Stadium,52,Australia,0
2014,Trim 2,juin,21,21,Scotland,Cerdoba,Summer International,2014,Summer International,Argentina,19 - 21,19,Argentina,0,-2,Estadio Mario Alberto Kempes,40,Scotland,0
2014,Trim 2,juin,21,30,Wales,Nelspruit,Wales tour,2014,Wales tour of South Africa,South Africa,31 - 30,31,South Africa,0,1,Mbombela Stadium,61,South Africa,0
2014,Trim 2,juin,28,6,Scotland,Port Elizabeth,Mid-year test,2014,mid-year test,South Africa,55 - 6,55,South Africa,0,49,Nelson Mandela Bay Stadium,61,South Africa,0
2014,Trim 3,aout,16,6,Argentina,Pretoria,Rugby Championship,2014,Rugby Championship,South Africa,13 - 6,13,South Africa,0,7,Loftus Versfeld Stadium,19,South Africa,0
2014,Trim 3,aout,16,12,New Zealand,Sydney,Rugby Championship,2014,Rugby Championship,Australia,12 - 12,12,Australia,0,0,Stadium Australia,24,Draw,0
2014,Trim 3,aout,23,20,Australia,Auckland,Rugby Championship,2014,Rugby Championship,New Zealand,51 - 20,51,New Zealand,0,31,Eden Park,71,New Zealand,0
2014,Trim 3,aout,23,33,South Africa,Salta,Rugby Championship,2014,Rugby Championship,Argentina,31 - 33,31,Argentina,0,-2,Estadio Padre Ernesto Martearena,64,South Africa,0
2014,Trim 3,septembre,6,9,Argentina,Napier,Rugby Championship,2014,Rugby Championship,New Zealand,28 - 9,28,New Zealand,0,19,McLean Park,37,New Zealand,0
2014,Trim 3,septembre,6,23,South Africa,Perth,Rugby Championship,2014,Rugby Championship,Australia,24 - 23,24,Australia,0,1,Subiaco Oval,47,Australia,0
2014,Trim 3,septembre,13,10,South Africa,Wellington,Rugby Championship,2014,Rugby Championship,New Zealand,14 - 10,14,New Zealand,0,4,Westpac Stadium,24,New Zealand,0
2014,Trim 3,septembre,13,25,Argentina,Gold Coast,Rugby Championship,2014,Rugby Championship,Australia,32 - 25,32,Australia,0,7,Robina Stadium,57,Australia,0
2014,Trim 3,septembre,27,10,Australia,Cape Town,Rugby Championship,2014,Rugby Championship,South Africa,28 - 10,28,South Africa,0,18,Newlands Stadium,38,South Africa,0
2014,Trim 3,septembre,27,34,New Zealand,La Plata,Rugby Championship,2014,Rugby Championship,Argentina,13 - 34,13,Argentina,0,-21,Estadio enico,47,New Zealand,0
2014,Trim 4,octobre,4,17,Australia,Mendoza,Rugby Championship,2014,Rugby Championship,Argentina,21 - 17,21,Argentina,0,4,Estadio Malvinas Argentinas,38,Argentina,0
2014,Trim 4,octobre,4,25,New Zealand,Johannesburg,Rugby Championship,2014,Rugby Championship,South Africa,27 - 25,27,South Africa,0,2,Ellis Park,52,South Africa,0
2014,Trim 4,octobre,18,29,New Zealand,Brisbane,Autumn International,2014,Autumn International,Australia,28 - 29,28,Australia,0,-1,Lang Park,57,New Zealand,0
2014,Trim 4,novembre,8,15,South Africa,Dublin,End of year test,2014,end-of-year test,Ireland,29 - 15,29,Ireland,0,14,Aviva Stadium,44,Ireland,0
2014,Trim 4,novembre,8,24,New Zealand,London,Autumn International,2014,Autumn International,England,21 - 24,21,England,0,-3,Twickenham,45,New Zealand,0
2014,Trim 4,novembre,8,31,Argentina,Edinburgh,Autumn International,2014,Autumn International,Scotland,41 - 31,41,Scotland,0,10,Murrayfield Stadium,72,Scotland,0
2014,Trim 4,novembre,8,33,Australia,Cardiff,Autumn International,2014,Autumn International,Wales,28 - 33,28,Wales,0,-5,Millennium Stadium,61,Australia,0
2014,Trim 4,novembre,15,20,Argentina,Genoa,End of year test,2014,end of year test,Italy,18 - 20,18,Italy,0,-2,Stadio Luigi Ferraris,38,Argentina,0
2014,Trim 4,novembre,15,24,New Zealand,Edinburgh,Autumn International,2014,Autumn International,Scotland,16 - 24,16,Scotland,0,-8,Murrayfield,40,New Zealand,0
2014,Trim 4,novembre,15,26,Australia,Saint-Denis,Autumn International,2014,Autumn International,France,29 - 26,29,France,0,3,Stade de France,55,France,0
2014,Trim 4,novembre,15,31,South Africa,London,Autumn International,2014,Autumn International,England,28 - 31,28,England,0,-3,Twickenham,59,South Africa,0
2014,Trim 4,novembre,22,18,Argentina,Saint-Denis,Autumn International,2014,Autumn International,France,13 - 18,13,France,0,-5,Stade de France,31,Argentina,0
2014,Trim 4,novembre,22,22,South Africa,Padua,End of year test,2014,end-of-year test,Italy,6 - 22,6,Italy,0,-16,Stadio Euganeo,28,South Africa,0
2014,Trim 4,novembre,22,23,Australia,Dublin,Autumn International,2014,Autumn International,Ireland,26 - 23,26,Ireland,0,3,Lansdowne Road,49,Ireland,0
2014,Trim 4,novembre,22,34,New Zealand,Cardiff,Autumn International,2014,Autumn International,Wales,16 - 34,16,Wales,0,-18,Millennium Stadium,50,New Zealand,0
2014,Trim 4,novembre,29,6,South Africa,Cardiff,Autumn International,2014,Autumn International,Wales,12 - 6,12,Wales,0,6,Millennium Stadium,18,Wales,0
2014,Trim 4,novembre,29,17,Australia,London,Autumn International,2014,Autumn International,England,26 - 17,26,England,0,9,Twickenham Stadium,43,England,0
2015,Trim 1,fevrier,6,21,England,Cardiff,Six Nations,2015,Six Nations Championship,Wales,16 - 21,16,Wales,0,-5,Millennium Stadium,37,England,0
2015,Trim 1,fevrier,7,8,Scotland,Saint-Denis,Six Nations,2015,Six Nations Championship,France,15 - 8,15,France,0,7,Stade de France,23,France,0
2015,Trim 1,fevrier,7,26,Ireland,Rome,Six Nations,2015,Six Nations Championship,Italy,3 - 26,3,Italy,0,-23,Stadio Olimpico,29,Ireland,0
2015,Trim 1,fevrier,14,11,France,Dublin,Six Nations,2015,Six Nations Championship,Ireland,18 - 11,18,Ireland,0,7,Aviva Stadium,29,Ireland,0
2015,Trim 1,fevrier,14,17,Italy,London,Six Nations,2015,Six Nations Championship,England,47 - 17,47,England,0,30,Twickenham,64,England,0
2015,Trim 1,fevrier,15,26,Wales,Edinburgh,Six Nations,2015,Six Nations Championship,Scotland,23 - 26,23,Scotland,0,-3,Murrayfield Stadium,49,Wales,0
2015,Trim 1,fevrier,28,20,Wales,Paris,Six Nations,2015,Six Nations Championship,France,13 - 20,13,France,0,-7,Stade de France,33,Wales,0
2015,Trim 1,fevrier,28,22,Italy,Edinburgh,Six Nations,2015,Six Nations Championship,Scotland,19 - 22,19,Scotland,0,-3,Murrayfield,41,Italy,0
2015,Trim 1,mars,1,9,England,Dublin,Six Nations,2015,Six Nations Championship,Ireland,19 - 9,19,Ireland,0,10,Aviva Stadium,28,Ireland,0
2015,Trim 1,mars,14,13,Scotland,London,Six Nations,2015,Six Nations Championship,England,25 - 13,25,England,0,12,Twickenham Stadium,38,England,0
2015,Trim 1,mars,14,16,Ireland,Cardiff,Six Nations,2015,Six Nations Championship,Wales,23 - 16,23,Wales,0,7,Millennium Stadium,39,Wales,0
